Gene,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
GENE_28,5.872320636720678,5.183342005738352,7.189802933217672,4.191701714644848,4.160278157819224,4.400607354555978,2.876104275690193,4.474244978319239,4.240867338446302,5.150393786476208,5.3417559757771595,6.876170839215886
GENE_29,5.95042383818605,4.423096344337597,4.101585328651642,5.491919171506506,3.6797667929793576,6.831458765854354,6.179440120721287,4.530824347895296,3.286865470909122,6.353872374165413,4.885460154747382,6.237816311973462
GENE_30,3.405572341205633,4.400624977046228,5.005243699718183,5.046980593764742,4.549934528520756,5.622849932347499,3.932379570617406,4.857620514978707,5.120295631711899,5.514438834058749,5.71161487808889,3.875357908162131
GENE_31,3.4658858292643777,6.277676821898509,5.332314011979592,4.251513463443446,6.551151975522523,5.1156746342928585,6.179297184063826,5.067518481410109,7.060747924881987,6.755340842443204,4.751035851520927,5.971570950954355
GENE_32,5.645375949585148,6.368631557532349,4.0350765394198955,5.686051459998439,6.058424486849588,3.2412605135768855,3.816741487334225,2.9607678222398994,4.730593165555442,5.717542255795962,6.502357052096028,5.074094780419776
GENE_33,6.628615545571292,3.6198985417851084,3.2966175606448456,4.944452301103381,5.384065448939308,4.967305251905907,2.9325578999601234,4.910879960487212,3.695530499495147,5.669672548830039,5.366598246096848,4.060120213672644
GENE_34,4.486133082663306,3.9407864781110487,4.937320902726828,5.955142320501238,4.014273953664456,5.504046515517844,4.469742381627559,4.207127167737656,4.892969640045442,3.964757677580626,4.446350694652818,3.8021221074111518
GENE_35,6.9647251329163895,5.035263551971728,4.300274492007414,5.213979910734222,4.88767195030917,4.779030400466778,5.614166700043425,5.757507710047305,4.4694988523894725,4.42418175935532,4.724948302848356,2.698078835264415
GENE_36,3.484808937801448,6.3668742674445244,6.644967713501284,4.750963960443622,5.576556963055767,5.311250154543536,8.078880808455239,6.119574911434577,4.872082408519233,4.0444595593995745,3.3935536797424275,5.203463635867223
GENE_37,4.243649254715697,3.5777462904023256,4.353427115757473,3.918451996385605,6.687141635072565,5.8816397569494505,4.992027358683383,6.479944138890026,5.077368307647618,4.138715798671736,6.5231240772696575,5.538910043684659
GENE_38,3.962753845673544,4.8096613219163915,4.124381746615242,3.6172002690356635,5.926177547531641,6.9094166404701305,3.6014324261808586,5.562969236690571,4.349357430878173,4.512874616235304,4.407606075761131,4.136009230320184
GENE_39,5.048521627944827,4.169049883588962,5.2704568257798385,4.949761890550863,4.76105195313359,4.092436337958402,4.423228669431667,5.755391225825756,5.500917187624381,4.022444755201449,5.099332305429225,5.751387123371789
GENE_40,3.3305947188786282,5.543360192379935,4.337376241054153,5.570598668593159,4.236740843457483,3.195117899335481,3.3724575621168373,5.048084946661382,5.259722501721482,4.095683374895591,5.638592458777374,3.33847993773104
GENE_41,4.9339202013526835,3.7889838002375438,4.3481638921978405,5.047398671316414,4.139586634716047,4.615444455770175,6.0062928092144405,4.423108130476852,5.835692112065142,3.870293145342382,5.529804177915283,6.4415686206579
GENE_42,2.5283554998727107,4.203104744529523,5.57707212718054,4.796954613957007,5.371145873371309,4.39601481328418,5.0865897874729,4.84432276460792,6.167782061659807,5.254420843301213,5.337602662075202,4.588123033877532
GENE_43,4.512393775927507,4.5674418121803795,5.394452142378297,4.5790155191797375,5.289774856896413,7.075400798645438,5.8711247034316925,4.6739764678321585,6.201213922163944,4.591924626978448,2.961875464822146,3.9919136890825957
GENE_44,3.1292080789741443,4.648486515958691,5.018418379189551,6.676437312275283,5.326927373764162,4.780899471191136,5.829405581183489,2.788864690992115,5.235614558108566,5.770865193886967,3.5214137542201582,6.143754043206929
GENE_45,5.338496407494414,4.584712086099199,5.632781866106285,7.270692857804396,5.1818662550584955,5.248220586300336,4.540639100459756,4.150155630535208,5.830335816544245,4.1439161740911326,5.071566237219392,4.522342553234884
GENE_46,5.478979825746392,5.333662105286948,6.037539944257899,4.489983601145253,4.730125064706629,4.021236284217693,4.555706739923888,5.377300493044852,5.756988616645351,4.077834675822374,5.86960592010566,6.3556378588049505
GENE_47,5.413434903223701,6.876795812558066,4.2262108008964265,3.755345296688583,3.2212797510957216,6.496044311489183,5.654365656354058,4.944415329089545,5.27996862631982,3.8745109527016233,7.445751979616826,5.129221181975227
GENE_48,5.109394794604893,5.725766623898692,5.481009231736714,5.223884024279132,4.209525544554688,5.471468357135996,6.882024496475034,6.3454200461549775,6.5931866266393975,4.488784323568815,4.010395179741419,4.874213079900352
GENE_49,5.055724912288695,6.094191518470948,3.307535370285181,6.529550319460614,4.8419921014210106,4.57311893005258,3.9878956247398323,3.34514332813423,5.823170583961915,5.073317967188403,3.710039100258946,3.704921227936384
GENE_50,4.664215300709872,6.669021525289393,4.740408648636395,3.496857046881894,4.754256935914056,4.72727643025233,2.3031133570584283,4.945705133482188,4.769065469791322,5.696206364813419,6.848956094945345,6.126565029547757
GENE_51,4.731111309445169,3.89347409125833,7.57335980324986,5.059218434014488,5.013929291912946,4.975874912889997,5.1980847607678555,4.855639588076057,4.4263379931197635,4.453141058759607,4.9672467297840015,4.456575228866235
GENE_52,4.287154217322835,5.106430227691897,4.745022782579145,6.503992988582688,2.349030191606988,6.091506851922462,6.246085192497629,2.9266097675918505,4.657312405919651,4.628559134004209,3.5924883052821786,4.222183312409125
GENE_53,3.8894241545341712,6.7522704434236225,5.9356783931474615,6.2715550949941585,5.721672064043235,3.870948228782771,4.475479733720226,5.489374561227918,3.7778721911080546,5.712998430172388,4.759674601841865,4.625179192450402
GENE_54,5.7109599682034915,5.44426331148604,4.63903383418092,6.159329803364248,3.9189366724001027,5.615935606944264,5.593101257968383,4.690453560686009,5.326133022242118,3.748886423614697,5.924027019206901,4.8150978635570105
GENE_55,4.47727697948096,6.0490092258368895,4.29565630945724,3.5915387036364406,3.4433708264760963,5.60600995134564,3.719570647503717,6.754794181984365,2.918070592116278,6.696456368290038,5.211017467202619,4.903286888129608
GENE_56,4.4550809131910505,5.39913611435207,4.962365297575151,6.103301882016522,5.114227648662039,5.150301761461877,4.636387787786144,4.9430543762789325,5.307801768892059,3.2898316073433747,3.651814577894287,5.743264094022715
GENE_57,5.170865438127942,4.8160166636473205,5.018433933065393,5.347581705361671,4.460240319690638,4.221695274597687,5.195845255097682,4.021627222384968,5.4082527557144715,3.2974163957621596,6.029155637325644,5.472597482413043
GENE_58,5.256029734313875,5.982690983945514,6.665474444462577,6.014370065018131,3.1591257686683547,3.7204230332642982,4.375181422304321,5.026091050210834,5.517659020469123,4.274256186846534,5.1867667644770785,4.2446170676466775
GENE_59,4.388482197008051,3.5933389031517775,4.076766753889096,3.6483153943836664,4.024126747022668,6.05364179660784,4.050601111168057,7.63238206483739,5.493317900880889,5.184836123694874,4.141642219818786,5.700309879408991
GENE_60,4.424362173762226,5.122009814645361,7.560084538268795,4.90394010027535,6.149273326285676,4.296823574874113,4.9650115095030385,6.77080063563551,4.373032942212233,6.8124485579969285,5.707751935455476,4.437533224105732
GENE_61,5.6324077390555205,5.972554449626729,5.621809962217196,3.429775280109544,4.272862824175132,4.752481364448495,4.925566570899954,5.620672097550678,5.177701000933254,3.6646556412898987,5.380197851005963,5.6105857452838235
GENE_62,5.559790447931039,6.080780725554622,5.833922154548904,5.459180079228437,4.929834288541353,3.339039066484009,5.4296182191325855,5.207687687163111,5.271578837195373,3.7232514241796903,3.9189434595917376,6.053152853332904
GENE_63,4.960444846143345,5.681500697372624,5.02831837613046,5.029756139495743,5.938283805975997,4.4839552717826265,5.0961207769409835,4.537724711294957,4.565503772567684,4.690827876531361,5.222133771633713,4.5212513783365225
GENE_64,6.255756125573521,4.105392697780496,4.813128355838641,4.560268941725825,6.446977884353733,5.196554776511575,6.031844539468635,3.514439626963028,5.267050265869258,5.889630795623437,5.082283989275425,6.065480375065351
GENE_65,4.482711549899628,6.40934744018558,7.29889812361925,4.637161439560341,4.554497478599228,6.453384477117701,6.579572145730713,4.477139972846731,4.579813182904142,4.718215391139493,3.6555494889657227,4.081348053515802
GENE_66,3.9958592332479324,4.232202434895871,4.965315112613219,5.23421473253652,6.550500492814077,4.001645959261209,5.984322398476584,4.786011155774491,4.950536290347567,5.674819492166604,3.8772779784377014,5.3824097461840505
GENE_67,5.166452208213056,5.492451264008149,5.289168643907818,7.455300139910895,4.362260015748684,4.469003044998182,4.3768594735752355,4.444522880839745,4.362612872693482,6.189016531107551,6.420504247989855,4.429253706250524
GENE_68,4.167644426895771,5.471415556386404,4.4477769557190285,5.632931817755511,5.2029230208512995,3.484255885002768,6.547505201330061,6.7958776730955215,4.387211309515614,4.612298440064016,5.285865390724905,5.334456789987025
GENE_69,5.65854427267283,7.01020453876635,4.82305277250595,4.201702755461547,3.620680771985473,4.269069960058081,4.966873027126203,6.794557863517788,4.482388700963829,5.223787951638898,4.983577103927248,6.188393273448084
GENE_70,7.526932425873621,4.4691312270796795,4.510560557481778,6.044160877069072,5.681891489626311,6.846707325736034,5.583928185325964,4.64070790921294,5.590654830692309,6.108703580582908,5.820482181197364,5.507274031107298
GENE_71,6.066674689589154,6.169295590445673,6.382158991037527,5.648709887589643,4.832881919683146,5.146713686433323,6.206508966508357,4.183064329012764,5.368673308872901,4.606661187672639,5.028744822934818,6.278451862607299
GENE_72,5.191099068019903,5.046436548156149,3.640143859020081,5.746253566027221,5.645484181141075,7.16325472330546,4.692221765046999,5.219150327663939,5.2493836837107555,6.577453279763475,4.904704467613048,5.2790215257703395
GENE_73,5.607896509716539,5.186609123156358,4.5535663854494715,5.1940899928983075,6.073631749859772,3.9734847005889398,5.132969674146876,4.299879185060827,6.1950466289248425,3.476813095216225,4.441078152728411,5.377211875064521
GENE_74,6.56552402923434,4.934249738927012,4.444800473306802,6.88115706944059,3.5519860995837558,2.801194043379918,5.440014450053332,4.497945775647389,3.9787671828692868,5.708356447299353,5.243800713771199,4.435921369263272
GENE_75,3.7196956013291054,5.872457328280145,5.650201177958661,4.900824136220617,6.846636996047666,3.9299152336738477,3.474474829075261,4.3080919301187555,4.9544139836445025,5.243339449322692,4.75876394214367,5.352055396514297
GENE_76,3.7484605758095557,6.44376460407326,4.917848821607431,6.117295831588128,5.342725346377704,5.456753219153784,5.569767280232203,5.447708560017315,5.642722759867544,6.329152530132431,5.19652116970147,5.709003757588512
GENE_77,4.910264305712773,6.440117215449472,4.32360769794073,6.800940432910815,4.9598420493556565,3.569224897881952,5.128104414910789,4.318948342525119,5.840643548988725,4.347376020697609,4.55381656678522,3.110459269054469
GENE_78,4.547693680750923,2.5761206733710433,3.4160971765142767,5.760414656144297,5.785800158650832,5.425457561784965,4.033023856870787,4.9522886438580205,4.9963974609094315,3.8416353108074577,6.503398301767151,5.877362290575672
GENE_79,4.779035826170336,5.026885838994531,5.208382807947553,2.9582651315757094,4.752822617479403,4.318015752002202,3.9983799901050845,4.718899707114045,6.797686526849523,5.64084286126701,4.428821010217203,5.572582781356159
GENE_80,6.399355436586002,5.924633682912769,5.059630369920174,4.353063222294426,5.69822331361359,5.39348538542175,5.895193220027732,5.635171801681969,6.049552715319335,4.464764788439432,6.317394065634326,5.1975996046924
GENE_81,7.0752608726252655,4.310812181910432,6.73596380316525,5.197910783462648,4.348581996385551,4.5161141659456785,4.67965269180568,5.424165946401916,5.5228354880355,4.426299996061421,4.975645407739017,7.142270358611864
GENE_82,6.727543170100711,5.4363236696740325,5.0380034781682,5.120031326718261,5.613517972730417,3.9772074348015947,4.742623462576655,3.33141592612241,5.399223122605279,5.647195939702741,4.516813537700626,6.573986763290033
GENE_83,3.774234336997659,3.53562511979018,5.224451818559972,6.047098302612154,6.6839276914578685,4.54111573713106,6.078680833431296,4.961491530499293,4.82737270005918,5.883659937486672,5.65232287841342,3.4236078430157506
GENE_84,6.476540349725896,6.380091354147451,4.374437298490471,5.395803533437409,5.494030186282739,5.260673765823907,4.44969484615458,4.328376632061948,4.974445929008555,6.172729019259364,5.543600154594432,4.629385667913894
GENE_85,5.771698710648344,2.1514573793699245,6.1487657003721035,3.2602862212219,4.637559058596868,3.880330105373856,3.7053185242790945,6.160826787378519,4.5322987986881085,5.346503881730715,4.953079421120816,5.477040827223122
GENE_86,5.076821891060256,3.7170077758114304,5.99626681944714,4.506243416838688,3.443418101340249,4.571884839034087,6.50075979063431,5.850221742113493,4.6513478655921405,4.650742295681571,4.678364948782617,7.076747983560841
GENE_87,5.381935452231553,5.43004164719107,6.030283454031842,5.238789159026513,4.740957854179297,4.803650150915022,4.928398740585936,4.962777763490158,5.72762954363698,5.051945885807299,5.73264007721558,4.919283419891418
GENE_88,5.07863519031609,3.0017993154678924,5.916327674702481,5.346488475897993,5.998010109859652,2.1037446218063107,7.088374704780728,4.860410371844826,6.108182816737516,3.960094072874469,5.61277390506257,3.9465844368263436
GENE_89,4.376231039304195,6.914031353866786,4.809317599236653,5.217432873179723,5.870067730688754,5.495681887972604,5.150418905143576,5.3649610024662255,7.403415585238275,4.9423812029664145,5.201099046714967,6.050654396007612
GENE_90,6.105525932957984,6.187030305560381,5.638730222029185,3.8569950872695165,6.6334315323010955,3.853654606981312,5.3026354652390335,4.245724149980642,4.935861653407008,5.328762410303481,5.3213572154502735,5.421920754235285
GENE_91,6.613711269058647,5.453534301513979,4.755843364709351,5.964087168288358,6.18947048892464,3.7723921848630075,5.597400069849858,5.701172742310899,4.702436496640008,6.37570681331162,4.8499444129674725,5.125576453471543
GENE_92,4.82692817571613,5.015579047581467,3.9037249131047984,3.5599491174057056,6.594505063224972,4.153038651681673,4.008607650543693,2.846609886396285,4.361038252310498,3.6769102065925017,6.642015160136369,6.009817089342635
GENE_93,4.311849654822276,7.252435805344309,5.981765486991594,4.675168616491377,2.5005942851264273,7.290942572590741,3.610427533236404,3.354601253043108,6.0225704320096405,7.439752406339273,6.384272818510518,5.56390912005236
GENE_94,5.594754341665286,5.853415558780307,5.758928589786765,5.281191423969376,5.104201103951876,4.937406872100477,4.246035411133324,4.719324923133226,3.3070431858046145,4.90166037320525,4.011408892849082,3.8964106827842286
GENE_95,5.179894151153478,6.392002286344599,5.918316606002313,3.4294993963768228,4.010371863429662,5.940771187988216,4.017512606461691,4.775366850002976,5.550052099024552,4.031655545136365,5.10537550614596,3.6659745050817953
GENE_96,4.398632356048786,5.319781934142537,3.407006266468331,5.440474737960399,4.980362201073318,5.5524899544171475,5.223914134064661,6.364140429973844,5.1252245026479075,4.570594458874747,5.122297503032284,5.5432980290363885
GENE_97,5.048860070325705,5.040591691203883,4.298008312193245,4.337099082449051,3.5973947282003067,6.749576743186939,3.7561367646087147,4.307094802204093,4.281592734430802,5.8949243769444415,4.705050321707972,6.247742072673734
GENE_98,4.326509375756132,5.278994162223802,4.164652946740243,7.145149127773388,3.812401580970487,5.309820710227028,5.633776880932098,5.4137990974514985,4.814712341122291,4.870179300266574,5.04381147197911,4.852997998371511
GENE_99,5.96387911679491,7.210523001591351,4.442508214992166,3.6301970204209217,4.911717951648745,7.579709337654318,4.196325432030269,6.6391168054440675,6.677700814076441,4.4464117582920055,5.5689830791852755,6.628396623128538
GENE_100,4.620872259012513,4.796419639897638,4.418319086051357,3.985243269307133,4.350722454933993,3.7760597332377435,5.034083468259226,4.230026768941358,5.233785911790748,3.444104353796373,5.330880232214457,5.833528961608924
GENE_101,3.0062643574285444,5.374056569847572,6.227668992473292,3.7903589813087946,6.672572386837704,5.419019009366045,4.294988144241591,4.944230922342294,5.558326912521722,5.076005391412411,5.538755992446369,4.079326406920634
GENE_102,5.169360824036078,3.58628550309502,4.888773938651299,4.09609235853521,4.264470057410233,6.236093175210438,6.091310120594269,5.609138120907177,3.907687235327421,4.683591550305198,6.213097699979183,5.141716913639905
GENE_103,7.319329539981695,5.3933178393943715,5.192049116490032,4.690883535797498,5.133540904782282,4.8475301636194565,5.708108676688591,5.956702316794584,4.21401053949205,3.668767046442222,3.1637946268967037,5.507991326912544
GENE_104,3.8966333938261264,2.847109407047517,5.388578604530964,7.492999517432791,4.993929088460106,5.838490774451642,5.081829358547565,4.901110346808857,5.9190764829877685,4.709725455811348,5.267392314071903,5.321697806196013
GENE_105,4.331909546356951,5.992042349536523,4.825040243304591,4.244254840507155,5.536509843570403,4.101532018208963,5.028181157369128,4.990881003355796,6.085895565831578,5.474698232879953,4.974973041254856,5.817766299200287
GENE_106,6.390207549017314,5.557810306351862,5.01035261984338,3.6881637676498404,3.9348863369246274,4.694775295645332,4.390487797840716,4.813028697014554,5.0566499248971075,5.529692754356731,4.9295012219409085,5.486501643826202
GENE_107,5.06447441481012,3.0245334336461287,4.060664606181246,4.855912444278385,3.7903052571588924,5.599928729996204,6.530750832343697,6.218761851697317,4.786557129069792,6.490726136849952,5.148667457202111,4.662914028881961
GENE_108,4.38659733645906,4.697530313511872,4.611823181458771,5.170416222375488,5.160573981049865,5.003046020153414,5.43693816974635,6.190646274786341,5.949554135441324,3.5151020315500965,2.446078865098045,5.934319911239274
GENE_109,3.6331213015845787,4.775234598107317,3.8298869739406403,3.1980195624199803,5.541462728204788,5.7591551603026465,4.423489599273281,2.40895770785509,4.453755551747517,5.3918040054025465,3.5210884312258717,5.183359919779155
GENE_110,4.984690150827005,5.579291499601088,5.119580368414153,4.026931059118445,6.196571501664492,4.84147042697303,4.972695460490068,4.066732040926804,4.55671774880849,4.115197285973099,4.827053940076577,6.7117084801423434
GENE_111,3.6280988570686437,3.386438602123259,6.471170327493608,4.7906763228481335,4.330927261340084,6.039904687396076,4.394384460263136,6.826009713546936,5.677925871339269,4.5120885918542974,7.1573082132655035,4.3942850769966615
GENE_112,5.742095372009307,5.299292580406492,6.301741289398798,6.561511196726853,5.0320041490657665,4.246582129653817,5.459972142939116,4.322284630247894,7.013387247526623,5.1365353310827375,4.634678448687891,5.184680305864909
GENE_113,3.6528737104703035,4.028385961489349,6.200413907944426,4.343105721028604,3.95308901731806,5.536652752527286,6.1857041546629965,5.718953310665067,5.9960476858058165,4.2432049114305395,3.5781893332581562,6.501333651955487
GENE_114,4.677320161157864,4.749166983544953,6.328194141849058,5.55623000940066,5.455887772081607,7.165002344901084,4.356481769619857,5.927840128081237,5.057013124897084,5.268592278863258,6.528468426412532,5.507835756289624
GENE_115,5.538296079049633,6.072507337309802,4.635047270457115,4.160790332660993,3.955190805978966,3.0336434106239984,7.056207129940322,3.896791634278317,4.778746376414228,4.723186700111079,5.307406697809101,5.815737212539297
GENE_116,5.860473488359745,4.416922561431061,4.832878286213589,5.2825799504883,4.751308873816453,6.607345576019993,5.490974951638251,5.734877786049817,5.662881268667412,6.173473857485325,5.181021558703707,3.7031680520441537
GENE_117,5.399687951752641,4.348643106208171,4.471383318250243,5.586364018755093,6.238283071433636,5.021271576736062,5.308833012598964,6.702214944635238,5.240753179488569,7.601683114180394,5.565509645631544,3.239237240844182
GENE_118,5.753341621104532,5.381158384882777,6.289752754082746,5.6731813512699585,4.861544016016226,3.775701763710634,4.7909767427139744,4.1494795457907,4.419476550195277,5.58857840442061,6.669904504351406,5.394671529822981
GENE_119,3.8041169379648156,5.44460266822014,6.196631486645651,4.390217095680618,4.865982833327083,5.014688194729197,4.21510168691776,5.648280433843859,4.8790518513922185,5.419532443907028,4.1125078221979,4.56254169967659
GENE_120,5.722381357827771,4.627166847908233,6.726963851233405,4.600363814385398,5.224684725751886,5.93259083187309,3.5816342670669683,3.239191188019224,3.474343685429905,6.262584103427182,4.448141854107553,7.558199285668252
GENE_121,4.4357524013426115,5.184551303197037,6.542109952567875,7.006092888159123,7.061503576636397,6.208366230593143,6.024062525811463,5.592526949201183,5.778361076166638,4.448814283671466,4.1818011165776925,4.996625542589048
GENE_122,4.829815377475072,4.546771950672725,5.696387447456716,5.955305208570511,5.088406886291847,6.477530081055262,3.858310885866495,4.8063405407202815,4.283177679397195,3.13346338292694,4.917319314157301,4.878252491616716
GENE_123,6.5134497432421306,5.630811684554778,3.975813175670795,6.854092566334188,6.221033695525353,5.582097703468616,4.773515901150168,4.04056076327652,4.627793223928947,6.088748619704186,6.884586305934609,6.543243528272189
GENE_124,4.511150578213726,3.880382566710989,5.1408862469112035,3.231560634437148,5.323167714184781,4.852397413701332,4.533963498131758,3.4052969327332043,5.513600106569717,4.467299160338088,3.8300831642897117,2.1277377867183507
GENE_125,4.972485094949364,6.772251596669744,6.66125921454787,4.542903743413728,4.39778793963822,5.468774256075024,4.001614560811708,5.301791899819466,5.76608027838469,6.226933223884307,4.899845923520047,4.796326249823034
GENE_126,4.122017413243439,4.17311964596014,4.773521108098473,5.367365506816178,5.913584626233249,4.196821049319655,6.4926885689595215,4.728876398957431,4.978632705651564,4.252788320852177,2.5757597397270584,5.884045396361049
GENE_127,5.736843897092434,4.718672442881787,5.066990717224872,5.5159392177041,3.4374541431134573,4.470947322653705,5.794264679621827,3.7457105768307506,5.293557932166629,3.643418195376595,5.466429982433526,4.964358517702516
GENE_128,3.3848681840944908,6.164739354457171,4.265408423201951,4.18974756298562,5.2005691972309425,6.148637349428715,3.984178181021603,5.061679849847971,5.428816500330573,5.693105607263144,5.176441555277226,4.632972160916678
GENE_129,4.17240977935128,5.0861438830463745,3.927860988014393,2.0786495165053926,5.4365598041576675,5.903934841086195,2.6370675644581616,3.9902692952900622,5.619154261005198,7.057495469711698,5.0207937076754074,4.271997058770866
GENE_130,4.81710355889516,6.374876419148185,4.354035820875465,4.200807993349747,4.517256477817968,4.046671391741287,5.122670315994796,6.62467845846956,5.323079273116029,4.7476464978737125,4.708188731084456,3.436809191303343
GENE_131,5.883109777147159,4.922162802987198,4.819520086409375,8.19310756784486,5.298752908365686,4.248208949904816,4.573642403794457,6.148445709196755,5.113270410537765,3.561722021682633,5.919228934575203,4.331855914461006
GENE_132,6.873297776217545,6.0800480657146485,4.552678104341249,6.281016361735112,5.067855510527403,5.8527736751222195,5.484732817294475,4.153643345009127,4.356450167682538,6.029960817581161,4.665224667893459,4.596351536758004
